fare_amount,fare_class,passenger_count,Year,Month,Day,Hours,Minutes,mornight,Total distance
8.5,0,1,2010,4,18,21,33,1,4.376221870501246
6.5,0,1,2010,4,11,4,57,0,2.476893376328453
7.7,0,1,2010,4,21,14,10,1,1.6521047861130673
8.5,0,1,2010,4,19,15,22,1,3.8871440163391147
7.7,0,5,2010,4,15,11,17,0,2.2389998945407146
8.9,0,1,2010,4,23,11,46,0,2.595338302719667
4.1,0,1,2010,4,13,13,18,1,0.9891109757611246
8.9,0,1,2010,4,13,11,11,0,2.3066045757105376
19.3,1,4,2010,4,14,14,20,1,6.345666717781263
6.9,0,2,2010,4,20,16,31,1,1.8482989699018253
6.9,0,1,2010,4,15,3,3,0,2.341211624943064
11.7,1,1,2010,4,18,18,3,1,5.071289066825996
5.7,0,1,2010,4,21,12,3,1,0.6622575280941841
10.5,1,1,2010,4,15,16,17,1,3.1249472519596337
12.1,1,2,2010,4,23,21,24,1,3.4683260417598865
6.1,0,2,2010,4,19,20,19,1,1.7521574281438157
10.1,1,3,2010,4,18,7,33,0,4.947659367609474
6.1,0,1,2010,4,23,5,13,0,1.2918737652005416
17.3,1,2,2010,4,17,16,27,1,6.409354552255809
6.9,0,1,2010,4,14,8,34,0,2.179381640124173
7.3,0,1,2010,4,11,16,28,1,2.06899251857703
5.7,0,1,2010,4,20,4,51,0,1.4230139881410395
3.7,0,2,2010,4,24,12,40,1,0.9938493595960103
12.9,1,4,2010,4,23,14,53,1,3.5306926267143437
10.9,1,1,2010,4,13,20,40,1,5.65801787053061
4.5,0,1,2010,4,17,9,31,0,1.1394419688877242
10.9,1,1,2010,4,23,23,14,1,4.337650263212159
14.1,1,1,2010,4,23,15,9,1,3.7479110840497034
4.1,0,1,2010,4,21,9,20,0,0.9174356890605504
15.3,1,1,2010,4,16,4,48,0,6.525455049827944
10.5,1,1,2010,4,16,16,10,1,3.4270101368136987
8.5,0,1,2010,4,16,7,20,0,3.3334437109036483
2.5,0,1,2010,4,22,1,0,0,0.06057621200646623
7.7,0,1,2010,4,14,19,41,1,3.35635887814464
4.5,0,2,2010,4,23,12,37,1,0.6784023378455841
4.9,0,1,2010,4,12,15,7,1,1.1931001603413744
4.5,0,1,2010,4,23,12,59,1,1.498851886040878
7.3,0,1,2010,4,18,11,10,0,2.0251461647647595
10.5,1,2,2010,4,24,15,49,1,0.07831550720891604
5.7,0,1,2010,4,15,14,41,1,1.129069442070255
5.3,0,1,2010,4,18,6,24,0,2.15851828237884
23.7,1,1,2010,4,20,12,33,1,8.224863979657135
14.1,1,1,2010,4,16,4,26,0,4.79060973993649
8.9,0,2,2010,4,18,14,21,1,2.2513959926028915
13.7,1,4,2010,4,12,14,2,1,3.869195901645515
12.5,1,1,2010,4,20,16,37,1,2.5202793541525916
6.1,0,1,2010,4,18,8,10,0,2.145780822623175
7.3,0,1,2010,4,14,8,51,0,0.9459285427825898
5.3,0,1,2010,4,20,20,24,1,1.5858621637385537
2.9,0,1,2010,4,18,3,3,0,0.3865329824733975
11.3,1,1,2010,4,22,7,13,0,3.6450187817623685
11.7,1,1,2010,4,11,17,55,1,4.791384003633729
9.3,0,1,2010,4,24,7,48,0,2.381582204480446
8.1,0,1,2010,4,19,14,39,1,2.4019073820259824
3.3,0,1,2010,4,17,10,18,0,0.5301196846059092
5.3,0,1,2010,4,12,18,27,1,1.2966087727930202
4.5,0,2,2010,4,22,22,55,1,1.035600488792286
8.9,0,1,2010,4,15,11,54,0,1.939770278065745
4.1,0,1,2010,4,23,18,20,1,1.0408144033674562
6.5,0,3,2010,4,22,8,6,0,1.1957914522385833
3.3,0,1,2010,4,16,14,39,1,0.5314025789242999
6.9,0,1,2010,4,14,6,1,0,1.7580964499524825
4.9,0,1,2010,4,17,1,16,0,1.4278442993544036
19.7,1,1,2010,4,11,16,58,1,9.422415229155225
6.1,0,2,2010,4,22,16,42,1,1.485954273521671
4.1,0,1,2010,4,22,20,50,1,0.5407376159357383
3.7,0,1,2010,4,24,14,34,1,0.6346568815127098
4.9,0,1,2010,4,14,17,22,1,1.326621929607493
10.5,1,2,2010,4,24,6,11,0,5.069630053326666
10.1,1,1,2010,4,20,10,7,0,1.5045249545601318
33.47,1,1,2010,4,23,22,52,1,15.136764092523222
6.1,0,1,2010,4,21,14,34,1,1.2679183331052803
8.9,0,4,2010,4,16,15,9,1,2.7041516527877083
5.7,0,1,2010,4,23,17,5,1,1.1972407100653883
4.9,0,1,2010,4,19,23,49,1,1.6225123220058013
10.5,1,1,2010,4,13,20,9,1,3.422530063994816
3.3,0,1,2010,4,20,7,50,0,0.5334651850965305
45.0,1,1,2010,4,16,17,48,1,20.913871592224087
5.3,0,1,2010,4,17,10,51,0,0.8298701501874752
8.5,0,1,2010,4,15,10,47,0,2.2521608984995867
7.3,0,1,2010,4,14,2,34,0,3.3910999148162624
4.9,0,1,2010,4,14,12,6,1,0.8994483283199893
9.3,0,1,2010,4,15,14,55,1,2.0380928876271134
48.1,1,1,2010,4,23,13,9,1,18.024820977056876
6.9,0,1,2010,4,16,7,35,0,1.8252893156489214
17.3,1,1,2010,4,12,8,28,0,0.9797863254654634
5.7,0,2,2010,4,19,16,29,1,1.8165179437669865
14.9,1,1,2010,4,15,9,45,0,5.311292967923324
22.1,1,1,2010,4,18,10,9,0,2.4835603638911397
8.5,0,1,2010,4,18,20,29,1,3.8863767687391073
6.1,0,1,2010,4,11,7,33,0,1.7746580909401422
22.9,1,2,2010,4,13,18,41,1,4.341191547969506
7.7,0,1,2010,4,20,9,12,0,1.5014895414101979
15.3,1,1,2010,4,13,4,10,0,6.480649582865246
13.3,1,1,2010,4,16,11,0,0,5.104339041527682
6.1,0,1,2010,4,22,19,37,1,1.8331348416434883
5.3,0,2,2010,4,14,19,11,1,2.2210679235154673
14.1,1,1,2010,4,19,5,26,0,6.552450230908491
4.9,0,1,2010,4,24,15,37,1,0.8519790836341261
10.1,1,1,2010,4,14,14,35,1,2.3780514596318962
6.5,0,1,2010,4,20,21,27,1,1.4924525595144695
22.1,1,4,2010,4,11,11,11,0,7.309285537181619
8.1,0,1,2010,4,24,17,59,1,2.986922301658209
12.1,1,1,2010,4,21,15,15,1,5.3035593047018965
4.1,0,1,2010,4,19,21,14,1,0.7457523688091698
15.7,1,2,2010,4,18,14,52,1,4.952696204700793
20.1,1,1,2010,4,11,7,31,0,7.570566764812775
5.7,0,1,2010,4,11,16,7,1,2.071227136596988
3.7,0,1,2010,4,16,17,21,1,0.5548139773121996
6.1,0,1,2010,4,19,6,27,0,1.9372791413916697
10.1,1,1,2010,4,21,17,30,1,2.7909391220169444
6.5,0,1,2010,4,12,19,57,1,1.8868073646725523
10.5,1,2,2010,4,23,4,29,0,3.1430871089128294
14.1,1,1,2010,4,16,2,45,0,7.521160170505612
4.5,0,1,2010,4,13,4,12,0,0.6855478303739588
3.7,0,1,2010,4,23,23,39,1,0.4315255480176545
6.1,0,2,2010,4,11,9,37,0,1.5037655244778791
6.5,0,2,2010,4,16,9,27,0,1.8766774397901091
6.1,0,1,2010,4,20,12,4,1,1.2602967927672886
13.3,1,1,2010,4,22,15,21,1,3.408094313720464
7.7,0,1,2010,4,23,4,42,0,1.3327203162425585
8.1,0,1,2010,4,19,15,21,1,3.122116234413168
4.9,0,2,2010,4,12,10,32,0,0.8385133650412487
8.5,0,2,2010,4,19,7,23,0,2.4067258541621435
15.7,1,1,2010,4,19,18,21,1,6.127300296542505
6.5,0,1,2010,4,16,13,51,1,2.7949227355327713
4.9,0,1,2010,4,13,17,13,1,1.6169333935851362
5.3,0,1,2010,4,23,18,54,1,1.6826402606286988
4.9,0,1,2010,4,24,6,37,0,1.0094825924898294
3.3,0,1,2010,4,11,10,26,0,0.5214881542275068
8.1,0,1,2010,4,21,7,38,0,2.1114729823845693
12.5,1,3,2010,4,24,14,21,1,4.077575084303958
6.1,0,1,2010,4,22,7,19,0,1.0312996590394874
19.7,1,2,2010,4,15,12,7,1,8.640088976104744
11.3,1,1,2010,4,12,18,7,1,5.250543427745173
6.9,0,1,2010,4,21,19,39,1,2.1430488167533785
7.3,0,1,2010,4,17,8,6,0,2.362699316291675
7.3,0,1,2010,4,22,8,11,0,1.2020130145470411
6.5,0,1,2010,4,19,4,32,0,1.7172610129656238
4.1,0,1,2010,4,13,14,30,1,0.7015988079305423
6.9,0,2,2010,4,11,9,16,0,1.2057916665587627
17.3,1,1,2010,4,20,4,43,0,5.976865613839881
4.1,0,2,2010,4,23,13,7,1,0.6358682917631139
4.1,0,1,2010,4,18,13,1,1,1.252183409275826
10.5,1,1,2010,4,17,10,1,0,4.165041603463362
7.7,0,1,2010,4,15,14,47,1,2.5807495768460664
5.7,0,1,2010,4,24,19,48,1,1.524013359649714
11.3,1,1,2010,4,13,10,20,0,4.581467470734191
15.3,1,1,2010,4,24,8,40,0,4.962702211818824
6.5,0,1,2010,4,11,14,11,1,1.4229216653863108
7.3,0,1,2010,4,18,14,10,1,2.209824331729532
3.7,0,1,2010,4,23,20,37,1,0.864385828142622
9.3,0,1,2010,4,17,20,49,1,3.231456739989686
4.9,0,2,2010,4,17,21,29,1,0.7154788612283411
20.9,1,1,2010,4,15,5,4,0,9.881224805607866
5.3,0,1,2010,4,15,20,36,1,1.794245481042669
18.1,1,2,2010,4,17,21,28,1,6.894292846428318
25.07,1,1,2010,4,12,0,50,0,10.104353299183295
4.5,0,1,2010,4,20,7,31,0,0.6961375978552004
4.9,0,1,2010,4,12,5,24,0,0.8905920255852772
6.1,0,4,2010,4,15,15,11,1,1.3827922833892785
4.1,0,1,2010,4,19,12,47,1,0.37732348033244745
7.7,0,2,2010,4,24,10,59,0,2.1303854597764955
6.5,0,1,2010,4,20,17,53,1,2.239646368256978
4.1,0,1,2010,4,19,5,5,0,0.6907511129558349
17.3,1,1,2010,4,24,17,3,1,7.662224034195355
6.5,0,1,2010,4,23,5,46,0,1.502905101864572
8.9,0,1,2010,4,20,17,48,1,3.700163067374365
5.7,0,1,2010,4,16,6,53,0,1.3411667237231013
6.9,0,1,2010,4,12,20,53,1,3.2575026320436384
4.5,0,3,2010,4,22,4,25,0,1.2189080281417355
3.3,0,1,2010,4,13,11,49,0,0.7183773421310116
5.3,0,2,2010,4,21,19,2,1,0.8269305029767058
17.3,1,3,2010,4,23,15,58,1,7.352462825712463
5.3,0,5,2010,4,19,8,56,0,1.3597918158295126
4.9,0,1,2010,4,16,14,56,1,1.5215864353716448
8.9,0,1,2010,4,22,18,35,1,2.3705794101367017
4.5,0,1,2010,4,12,12,24,1,11.954615925822626
18.5,1,1,2010,4,24,11,22,0,5.499315584314663
9.3,0,1,2010,4,23,7,3,0,2.2437168214641097
5.3,0,1,2010,4,20,8,17,0,0.5828918317634758
8.1,0,1,2010,4,17,10,6,0,1.7837606991560573
12.5,1,1,2010,4,16,2,19,0,4.622918788224726
9.7,0,1,2010,4,15,5,7,0,3.170780948485872
10.1,1,1,2010,4,22,15,51,1,3.0649715901943284
5.7,0,1,2010,4,14,14,53,1,2.5413478888619814
5.7,0,1,2010,4,23,10,34,0,1.825654723439931
13.7,1,1,2010,4,23,7,50,0,5.322801468567507
7.7,0,1,2010,4,18,16,11,1,3.206500471819799
8.9,0,1,2010,4,21,15,18,1,3.0454647220196933
6.1,0,1,2010,4,23,4,55,0,2.1963328123723267
49.57,1,2,2010,4,11,10,58,0,21.410531731953512
9.3,0,1,2010,4,14,11,19,0,0.8046431191836616
11.3,1,1,2010,4,16,14,29,1,4.411404180297499
7.7,0,1,2010,4,16,9,37,0,1.5698248111698359
5.7,0,1,2010,4,23,8,56,0,1.5846517965869151
5.3,0,1,2010,4,23,3,21,0,0.7086490592584005
10.5,1,2,2010,4,18,14,24,1,1.771110919847292
5.7,0,1,2010,4,17,8,7,0,1.4482250193547979
9.7,0,2,2010,4,14,5,53,0,2.0264858724078367
29.47,1,1,2010,4,13,5,47,0,9.874814863132618
14.1,1,1,2010,4,19,20,23,1,7.544024074088958
8.9,0,1,2010,4,14,13,29,1,4.3741905914402
28.5,1,3,2010,4,16,17,36,1,5.0301451239089054
4.1,0,2,2010,4,13,16,2,1,0.9606257212453945
7.3,0,1,2010,4,11,17,49,1,2.002202056469351
4.9,0,1,2010,4,12,19,42,1,1.2406369001452469
5.3,0,1,2010,4,17,18,22,1,1.5137137145547443
5.3,0,1,2010,4,19,5,48,0,0.9983893062095562
7.3,0,1,2010,4,17,14,4,1,1.8307348239512249
5.7,0,1,2010,4,23,12,6,1,1.1628546742504553
5.3,0,1,2010,4,16,21,20,1,1.6517088872041328
5.7,0,4,2010,4,15,23,33,1,1.3182454480263956
5.3,0,1,2010,4,15,19,58,1,1.7751068717662024
14.9,1,2,2010,4,15,20,10,1,6.557011881102102
8.9,0,1,2010,4,21,15,18,1,3.2765643968252403
10.1,1,1,2010,4,16,7,21,0,2.971320725137935
7.3,0,2,2010,4,16,0,52,0,1.9789792657554532
6.9,0,2,2010,4,11,13,56,1,1.7208129544896182
11.3,1,2,2010,4,17,4,10,0,4.296333178514357
10.5,1,2,2010,4,21,21,10,1,1.3121862145234757
24.27,1,2,2010,4,12,14,9,1,9.035077294423527
8.5,0,1,2010,4,20,8,41,0,1.5824023974283057
20.9,1,1,2010,4,24,18,46,1,5.42723680082059
5.7,0,1,2010,4,20,17,56,1,1.1806266167858002
6.5,0,2,2010,4,24,14,40,1,1.144939670978996
6.5,0,3,2010,4,12,16,37,1,1.5060589249798815
4.1,0,1,2010,4,24,6,9,0,0.5510053330147154
15.7,1,3,2010,4,23,21,8,1,7.8018683470978605
3.3,0,1,2010,4,22,4,27,0,0.33034865871582086
11.3,1,2,2010,4,17,22,6,1,4.149134879279154
4.9,0,1,2010,4,16,6,37,0,1.2640746470316853
3.3,0,1,2010,4,15,22,57,1,0.7697685678396544
4.9,0,1,2010,4,19,10,19,0,1.2810837675450617
12.5,1,1,2010,4,15,16,11,1,0.28573583177657547
12.5,1,1,2010,4,20,6,32,0,3.7820331353317
10.9,1,1,2010,4,18,12,6,1,1.9894069117368134
11.7,1,1,2010,4,18,10,59,0,4.737269492670739
3.7,0,1,2010,4,22,15,29,1,0.7265064472258821
4.1,0,2,2010,4,17,16,13,1,1.1156632185069333
7.7,0,1,2010,4,17,14,59,1,1.6294712907532243
10.9,1,1,2010,4,17,19,0,1,2.3934579187568765
9.3,0,1,2010,4,13,7,13,0,1.515562350835183
6.9,0,1,2010,4,23,3,58,0,1.6647972195215284
16.5,1,1,2010,4,21,22,27,1,8.028310895061377
9.7,0,1,2010,4,16,12,21,1,1.6470673650315222
11.3,1,1,2010,4,17,8,58,0,4.484538855284513
7.3,0,1,2010,4,24,16,38,1,1.3920522865806886
8.9,0,1,2010,4,15,18,12,1,3.4115522014421904
14.5,1,1,2010,4,15,3,50,0,6.537879575238105
17.7,1,1,2010,4,18,4,47,0,8.284032118040527
4.9,0,4,2010,4,24,23,28,1,1.1594888438723765
12.5,1,1,2010,4,11,13,36,1,5.883976821434431
3.7,0,1,2010,4,24,9,1,0,1.1086822817660007
8.1,0,1,2010,4,23,12,1,1,1.591311896968184
8.1,0,2,2010,4,18,14,24,1,1.6577698959057718
9.3,0,1,2010,4,12,14,25,1,2.186424676019716
6.1,0,2,2010,4,16,21,34,1,1.6645207806254836
9.3,0,1,2010,4,24,7,41,0,3.3500302493117498
8.1,0,2,2010,4,23,13,51,1,1.829067635424247
13.7,1,4,2010,4,18,7,42,0,6.484031395771856
4.9,0,1,2010,4,16,13,1,1,1.31049123463768
6.5,0,1,2010,4,16,11,1,0,2.9439698219062542
3.3,0,2,2010,4,20,11,52,0,0.6447733095533411
26.9,1,1,2010,4,14,6,55,0,13.349100393385614
12.5,1,1,2010,4,14,9,51,0,4.816104231058973
7.3,0,1,2010,4,22,17,34,1,2.0684027422809965
6.1,0,1,2010,4,19,10,53,0,1.5445832342244035
7.7,0,1,2010,4,15,13,30,1,2.0466776883263975
4.9,0,1,2010,4,13,18,29,1,0.9764580520980758
6.1,0,1,2010,4,23,15,42,1,1.48736732490696
4.5,0,1,2010,4,20,15,52,1,1.6597902422420576
10.5,1,1,2010,4,15,19,50,1,2.8141540127054068
4.5,0,1,2010,4,19,14,7,1,1.2715008825684673
4.5,0,1,2010,4,17,21,17,1,1.6945038391245084
7.7,0,1,2010,4,17,7,46,0,2.633831066180233
7.3,0,1,2010,4,12,17,50,1,2.3826972819474634
19.7,1,1,2010,4,20,5,40,0,10.303287835617011
6.1,0,1,2010,4,16,13,59,1,1.5266005653476127
16.5,1,1,2010,4,18,9,48,0,9.824031398838423
10.9,1,4,2010,4,21,10,9,0,4.184008723044743
10.9,1,1,2010,4,20,15,22,1,4.050907093173055
8.9,0,1,2010,4,14,19,22,1,2.901327873262151
4.1,0,1,2010,4,18,13,59,1,1.048676827766188
19.7,1,2,2010,4,18,15,30,1,7.202599132991464
14.5,1,1,2010,4,21,7,58,0,2.2481490831787903
7.3,0,1,2010,4,15,22,3,1,2.014515967263171
6.5,0,1,2010,4,16,13,42,1,1.0378611432285076
3.3,0,1,2010,4,17,7,59,0,0.7481355218991401
9.3,0,1,2010,4,20,4,9,0,3.2904089055719785
6.5,0,1,2010,4,13,8,6,0,1.2028214535576232
5.3,0,4,2010,4,23,15,29,1,0.8878615124960093
11.3,1,2,2010,4,17,13,13,1,3.452528367197325
6.1,0,2,2010,4,18,9,46,0,1.641079878484655
14.5,1,2,2010,4,19,8,26,0,5.918378872578993
5.7,0,1,2010,4,23,6,43,0,1.1425450320478534
11.3,1,1,2010,4,18,12,1,1,4.348746571430285
35.87000000000001,1,1,2010,4,18,18,11,1,13.603842781576285
5.7,0,1,2010,4,22,10,18,0,1.0030633248741676
9.7,0,1,2010,4,22,7,34,0,3.0353043338190058
8.9,0,1,2010,4,23,15,45,1,4.172107822573029
7.7,0,1,2010,4,12,14,39,1,1.3922078150969786
4.1,0,1,2010,4,13,15,21,1,0.5833849397525116
6.1,0,1,2010,4,12,0,42,0,2.0001115491708106
6.1,0,2,2010,4,14,14,31,1,1.9119884460796805
7.3,0,1,2010,4,24,10,50,0,1.7173153712928488
4.5,0,1,2010,4,14,19,47,1,1.022485513550964
8.5,0,1,2010,4,16,6,37,0,1.4759402064389053
49.57,1,1,2010,4,15,12,28,1,20.19161983609853
5.7,0,2,2010,4,24,15,7,1,0.6066903469136935
12.5,1,1,2010,4,21,6,6,0,3.9955108273666546
6.9,0,1,2010,4,23,15,20,1,1.050838176864354
10.5,1,2,2010,4,24,7,35,0,4.084960385906748
8.5,0,1,2010,4,23,15,51,1,2.9132472808758134
20.5,1,1,2010,4,18,13,40,1,5.930366538056055
6.5,0,1,2010,4,12,18,21,1,1.989968346849321
6.5,0,1,2010,4,13,13,22,1,1.5159801584096264
6.1,0,2,2010,4,13,4,42,0,1.6653609970773893
6.9,0,1,2010,4,15,2,47,0,2.9974700868436006
8.9,0,2,2010,4,16,21,4,1,2.7963874129216233
10.9,1,1,2010,4,24,22,50,1,5.220467771904066
6.9,0,1,2010,4,14,17,15,1,2.8115155914700503
8.9,0,1,2010,4,18,17,24,1,1.9242429050649077
6.9,0,1,2010,4,22,6,31,0,1.0124350203145935
4.5,0,1,2010,4,22,15,28,1,1.0580550614105142
23.47,1,2,2010,4,14,17,48,1,6.04994245432244
12.1,1,1,2010,4,17,21,51,1,6.464683608679858
8.1,0,1,2010,4,23,22,57,1,2.346255705974938
10.5,1,1,2010,4,24,20,9,1,3.118799145336055
25.7,1,1,2010,4,16,8,7,0,13.3362317909281
9.7,0,1,2010,4,12,19,49,1,2.6212377646221783
8.5,0,1,2010,4,13,2,58,0,3.1374973370389156
6.1,0,1,2010,4,21,14,31,1,1.1371294443910753
5.3,0,1,2010,4,12,16,26,1,0.8826741944806576
5.7,0,1,2010,4,13,13,44,1,1.7492369706379043
11.3,1,1,2010,4,18,5,12,0,5.550753430915259
5.0,0,1,2010,4,19,21,42,1,0.8179849147222501
5.3,0,1,2010,4,16,9,18,0,0.9841321152320195
14.1,1,3,2010,4,24,7,39,0,4.444386684466228
6.9,0,4,2010,4,23,22,6,1,3.055176894491436
49.57,1,2,2010,4,12,13,6,1,2.0242777673842727
12.5,1,1,2010,4,23,3,44,0,4.440798390821645
4.1,0,1,2010,4,18,10,38,0,0.7085108614588318
6.1,0,1,2010,4,19,22,55,1,1.6614067212409191
7.3,0,1,2010,4,24,17,12,1,3.2443409551475524
14.5,1,1,2010,4,18,12,18,1,3.519646264181089
4.9,0,2,2010,4,15,15,29,1,1.6238075311275126
6.1,0,1,2010,4,23,17,15,1,1.9993062692568846
6.9,0,1,2010,4,14,11,25,0,1.3084352523889058
7.3,0,1,2010,4,18,16,36,1,2.7232043566253417
5.7,0,2,2010,4,13,3,54,0,0.9982777936535451
13.7,1,1,2010,4,11,0,18,0,4.951426324423772
6.5,0,1,2010,4,17,20,13,1,1.7995378847843262
8.9,0,1,2010,4,23,4,58,0,2.6524193807166494
16.9,1,1,2010,4,22,3,5,0,7.15327022704506
10.1,1,1,2010,4,16,17,0,1,2.579444839502401
49.57,1,3,2010,4,13,1,39,0,21.218676651606824
11.3,1,1,2010,4,24,6,26,0,4.650161285260434
10.1,1,2,2010,4,16,11,0,0,2.1412816009203883
7.7,0,1,2010,4,14,20,4,1,1.225349724015268
2.9,0,1,2010,4,14,21,40,1,0.1371069791485449
15.3,1,1,2010,4,24,19,24,1,5.040687971031668
6.1,0,1,2010,4,22,12,51,1,1.9508345392242044
11.7,1,1,2010,4,18,2,25,0,4.205619809756515
11.7,1,1,2010,4,14,13,57,1,2.667274184210733
11.3,1,1,2010,4,20,12,3,1,2.4001357351203856
7.7,0,2,2010,4,23,14,52,1,0.9575604717482056
5.3,0,1,2010,4,24,17,35,1,1.4767760757147081
6.9,0,1,2010,4,17,6,49,0,1.4530524229893507
10.1,1,1,2010,4,24,20,11,1,3.320081880026212
7.7,0,1,2010,4,24,9,0,0,3.11635961195205
7.3,0,1,2010,4,18,12,33,1,2.343064145424943
5.7,0,1,2010,4,18,4,51,0,1.6565560373642096
11.3,1,1,2010,4,19,6,5,0,5.021188938540128
8.5,0,1,2010,4,23,2,46,0,3.8451984466310676
12.5,1,3,2010,4,22,16,45,1,4.04210325314117
4.5,0,1,2010,4,14,7,31,0,0.8033062553432136
5.3,0,2,2010,4,16,22,29,1,1.1452248365604
5.7,0,1,2010,4,16,11,8,0,0.9085867513496408
7.3,0,2,2010,4,13,5,44,0,0.1824249809098045
6.9,0,5,2010,4,12,18,0,1,1.536293050665397
5.3,0,1,2010,4,16,22,3,1,0.8713632089558244
6.1,0,1,2010,4,18,18,28,1,1.1749992135073737
8.5,0,1,2010,4,18,16,0,1,1.937752392105241
7.7,0,1,2010,4,23,20,35,1,2.342490423083821
11.3,1,1,2010,4,23,0,3,0,5.039620407522987
17.3,1,1,2010,4,16,6,58,0,9.644195923174081
5.7,0,2,2010,4,20,8,1,0,0.9164333565191383
17.7,1,1,2010,4,13,4,12,0,5.567440016199604
10.1,1,1,2010,4,12,11,13,0,3.857849016149803
4.9,0,1,2010,4,11,20,29,1,1.1027084522871042
8.1,0,1,2010,4,19,20,32,1,3.363370284190095
45.0,1,1,2010,4,18,18,51,1,22.62733311836253
6.9,0,1,2010,4,22,16,16,1,1.0988926577781135
6.9,0,1,2010,4,24,16,0,1,1.0761297673967434
28.5,1,1,2010,4,14,20,41,1,10.917110932638742
8.9,0,1,2010,4,13,17,34,1,3.9826132169515205
40.4,1,1,2010,4,23,8,6,0,2.498838138887589
5.7,0,5,2010,4,13,3,49,0,1.4039895446369628
8.9,0,1,2010,4,20,3,57,0,3.1292130549243
6.9,0,2,2010,4,12,3,35,0,1.2734537084431632
6.1,0,2,2010,4,16,5,1,0,1.540367099283674
6.9,0,2,2010,4,16,19,28,1,2.60069085172702
7.7,0,1,2010,4,16,6,54,0,1.8213878408366901
7.3,0,1,2010,4,13,4,52,0,2.1728626174686854
15.7,1,1,2010,4,23,6,15,0,6.207682031930601
6.1,0,1,2010,4,12,11,53,0,1.4198923360717062
6.5,0,1,2010,4,15,4,14,0,2.2444941608614086
8.9,0,2,2010,4,20,17,1,1,2.3654501417636813
10.5,1,1,2010,4,19,7,51,0,2.3711914091534423
7.3,0,2,2010,4,22,15,0,1,1.2726198933710755
46.5,1,2,2010,4,20,9,27,0,15.273121654926976
27.47,1,1,2010,4,20,15,33,1,10.131904828780007
19.7,1,2,2010,4,19,17,8,1,5.108890939812251
10.9,1,1,2010,4,16,11,8,0,2.5094162031587146
7.3,0,1,2010,4,18,3,53,0,3.842167655646678
24.5,1,1,2010,4,18,8,37,0,8.604138088530947
26.5,1,1,2010,4,11,12,44,1,9.497325075160338
11.3,1,1,2010,4,15,11,26,0,3.713369876537518
5.7,0,1,2010,4,23,10,42,0,1.661676842663323
16.9,1,1,2010,4,18,21,9,1,8.097705811218148
4.5,0,1,2010,4,22,15,37,1,1.5690016432116758
3.7,0,1,2010,4,14,1,39,0,0.7351662574693786
6.9,0,5,2010,4,20,8,16,0,1.8376173101950302
12.9,1,2,2010,4,17,16,10,1,3.476156242365922
4.1,0,2,2010,4,24,13,2,1,1.311212112022783
8.5,0,1,2010,4,23,16,52,1,3.497844551193262
4.5,0,1,2010,4,22,4,26,0,0.32438687831876956
4.1,0,1,2010,4,14,12,8,1,1.0986733024816682
10.9,1,1,2010,4,24,16,53,1,3.9910835559416897
3.7,0,1,2010,4,22,23,8,1,0.5538141306333882
5.7,0,3,2010,4,18,15,12,1,2.503493283320753
6.9,0,1,2010,4,19,20,42,1,2.3971846482684906
5.3,0,1,2010,4,20,16,36,1,1.270205136490441
2.5,0,1,2010,4,16,10,12,0,0.05146309913983402
15.7,1,1,2010,4,11,11,0,0,8.387565166518812
6.5,0,1,2010,4,17,17,49,1,1.4060468651064575
2.9,0,1,2010,4,12,21,29,1,0.4488229261708307
6.1,0,1,2010,4,20,2,25,0,1.5354106625133688
45.0,1,1,2010,4,23,5,18,0,19.877932596279955
5.3,0,1,2010,4,14,16,29,1,2.3401677679979236
8.9,0,1,2010,4,13,19,2,1,3.0800132366437376
3.7,0,1,2010,4,22,13,47,1,0.8632280164875221
11.7,1,2,2010,4,21,16,11,1,2.936462799647124
10.1,1,2,2010,4,13,0,19,0,2.8527458079490424
25.3,1,1,2010,4,19,17,43,1,14.187982964190697
5.7,0,1,2010,4,13,2,59,0,1.1504757393995948
15.7,1,1,2010,4,11,13,28,1,1.5175845818764988
5.3,0,1,2010,4,15,13,53,1,1.6048666903364293
8.1,0,2,2010,4,20,4,44,0,2.0514651310004988
9.3,0,2,2010,4,13,20,20,1,3.2208173174962025
6.9,0,1,2010,4,11,8,26,0,1.5032951960338201
8.1,0,1,2010,4,22,10,46,0,1.9032844043605703
10.1,1,1,2010,4,24,14,36,1,3.936518605010068
6.1,0,3,2010,4,14,3,36,0,2.0227815630846004
9.3,0,1,2010,4,18,10,7,0,1.9725407296449593
11.3,1,1,2010,4,21,4,14,0,4.842308648931692
3.7,0,1,2010,4,24,20,24,1,0.9814441532653021
7.7,0,1,2010,4,22,2,48,0,3.3174136480060783
7.7,0,1,2010,4,20,18,4,1,2.120903492433424
4.9,0,1,2010,4,20,15,46,1,1.188345432145225
4.5,0,1,2010,4,23,15,19,1,1.4015772701779179
3.7,0,1,2010,4,15,4,43,0,0.4140935537477394
5.7,0,3,2010,4,20,13,30,1,1.7502885487351112
12.5,1,1,2010,4,11,19,19,1,4.905279120728172
4.1,0,1,2010,4,22,10,26,0,0.9313134826526723
9.7,0,1,2010,4,11,10,29,0,2.7506957487058448
12.5,1,3,2010,4,23,15,38,1,4.379898793442915
6.9,0,1,2010,4,16,14,24,1,2.0173043883118753
8.1,0,1,2010,4,16,22,18,1,3.9392924910111136
6.1,0,2,2010,4,13,17,4,1,2.2056099700258316
